frame_id,nose_x,nose_y,neck_x,neck_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,label
26,339.422,22.638,365.791,126.688,534.793,141.678,196.788,111.698,615.446,387.944,-35.798,246.467,697.875,646.837,-147.097,376.437,Looking
27,561.444,59.422,491.827,116.12,567.201,162.339,416.452,69.902,587.69,308.809,299.126,115.261,605.0,361.888,355.888,72.151,Looking
28,345.786,7.992,365.161,155.211,517.679,167.056,212.643,143.367,621.817,401.256,16.331,281.044,703.443,587.789,3.343,366.771,Looking
29,343.284,-2.596,364.328,147.963,513.086,155.364,215.57,140.563,604.004,398.98,12.619,286.926,665.33,589.376,-67.977,400.065,Looking
30,335.855,-1.941,360.935,145.507,511.691,153.039,210.178,137.974,616.477,410.428,7.655,289.211,706.918,600.644,-59.538,403.81,Looking
31,349.857,5.665,364.191,149.041,513.596,154.22,214.786,143.862,606.262,363.483,37.095,303.43,707.833,567.082,20.856,460.778,Looking
32,345.458,3.953,360.744,141.717,505.893,148.48,215.595,134.954,603.853,358.095,63.917,279.972,708.193,561.095,38.734,421.08,Looking
33,349.365,-7.613,370.718,151.104,526.249,155.709,215.186,146.498,627.656,406.643,48.11,330.188,701.233,610.802,2.029,549.119,Looking
34,336.997,-2.468,367.746,150.264,522.72,152.862,212.771,147.666,624.943,397.967,64.86,316.29,702.867,599.156,8.388,557.407,Looking
35,343.224,-3.353,370.395,154.983,524.247,155.371,216.542,154.595,607.607,359.88,75.373,332.52,707.952,600.327,18.682,570.985,Looking
36,338.825,1.489,368.25,154.712,520.818,158.923,215.682,150.502,616.85,412.654,69.818,352.515,689.673,577.624,35.102,582.448,Looking
37,344.099,-1.478,361.688,152.674,516.33,155.435,207.045,149.913,602.588,394.257,78.758,342.334,705.985,597.031,23.119,598.77,Looking
38,329.925,-2.226,368.871,155.164,522.952,158.479,214.791,151.85,621.137,421.465,77.501,351.174,692.459,601.385,27.313,587.692,Looking
39,331.859,-3.259,361.628,153.317,516.172,155.663,207.085,150.971,597.031,390.582,77.854,360.206,693.945,590.222,23.919,596.563,Looking
40,342.759,-2.788,369.514,158.181,524.814,161.847,214.214,154.516,626.314,400.997,78.209,337.142,698.544,599.163,20.334,533.644,Looking
41,346.163,2.108,364.658,156.349,516.375,157.825,212.941,154.873,614.249,418.918,80.955,356.656,703.524,594.384,30.325,611.212,Looking
42,343.572,5.623,368.371,156.83,523.585,155.132,213.157,158.529,636.484,394.93,79.568,350.53,707.631,592.461,21.62,598.44,Looking
43,339.048,13.194,366.232,158.369,519.149,157.787,213.314,158.951,634.606,401.191,81.129,347.533,691.945,591.193,19.583,592.969,Looking
44,349.577,13.175,361.227,160.422,513.058,159.511,209.396,161.333,606.932,373.959,90.64,368.507,716.993,567.133,27.409,593.742,Looking
45,349.906,8.916,362.507,161.159,513.1,158.167,211.914,164.152,594.785,370.23,90.245,378.35,668.541,574.775,25.345,601.927,Looking
46,345.671,-1.721,362.482,160.197,514.606,156.681,210.358,163.714,596.04,379.035,88.063,363.269,677.436,583.146,11.683,581.834,Looking
47,339.278,10.442,362.562,159.203,511.88,155.863,213.244,162.542,602.66,369.606,87.595,364.964,704.303,574.21,30.362,625.29,Looking
48,344.888,3.032,366.053,157.706,518.206,158.385,213.901,157.026,592.708,378.731,80.787,355.054,687.155,601.9,12.288,592.715,Looking
49,335.094,1.068,362.861,162.825,517.774,166.795,207.947,158.855,609.957,423.291,62.203,372.203,679.025,603.455,-0.792,590.832,Looking
50,350.041,-6.171,364.183,157.772,520.033,153.473,208.333,162.07,601.269,383.979,52.104,409.288,674.32,624.765,-1.512,639.542,Looking
51,345.113,6.309,368.966,156.194,521.787,160.887,216.145,151.501,598.175,381.694,64.04,371.04,673.354,620.516,8.088,582.17,Looking
52,332.203,-1.379,371.27,157.383,529.971,157.675,212.569,157.091,626.937,410.362,49.711,383.554,687.38,629.795,-21.475,598.289,Looking
53,350.895,4.106,364.196,162.808,518.187,163.926,210.206,161.691,616.939,416.219,60.503,395.801,689.806,597.843,-7.443,607.755,Looking
54,358.228,-4.362,364.814,161.529,519.295,163.193,210.333,159.865,598.184,389.652,49.575,403.194,706.8,596.401,-2.065,632.19,Looking
55,355.709,1.751,368.669,160.22,528.464,159.712,208.874,160.729,604.643,407.191,50.216,422.762,682.546,641.031,1.543,660.72,Looking
56,370.54,3.104,367.275,165.003,522.374,169.276,212.176,160.731,639.785,416.537,64.628,387.966,707.615,630.184,-11.145,634.212,Looking
57,365.264,1.876,368.622,162.609,520.782,167.967,216.461,157.25,636.294,423.592,50.838,383.63,714.424,628.733,-22.704,602.392,Looking
58,360.829,3.992,370.754,156.761,527.74,160.211,213.769,153.311,616.719,387.502,64.394,359.347,708.285,601.087,-38.993,563.776,Looking
59,362.339,9.906,371.564,162.554,529.25,166.461,213.878,158.648,616.835,396.768,72.623,358.584,714.116,602.809,-24.945,584.508,Looking
60,360.777,5.715,375.558,157.735,530.859,161.482,220.256,153.988,617.595,390.785,78.416,353.138,737.016,614.287,-24.869,569.48,Looking
61,353.337,15.92,374.306,163.51,528.393,172.794,220.219,154.226,647.691,416.365,91.645,344.934,730.531,612.269,-12.602,570.434,Looking
62,355.653,7.306,373.366,164.494,528.154,166.464,218.579,162.524,637.814,423.255,87.005,361.521,722.699,627.057,-21.927,601.508,Looking
63,352.165,4.393,371.447,160.334,525.084,159.513,217.809,161.154,644.059,403.214,60.635,367.988,716.523,598.967,-29.605,580.322,Looking
64,356.238,16.419,387.029,165.017,542.095,171.469,231.964,158.565,657.316,405.112,94.205,369.877,717.854,498.79,-0.498,582.214,Looking
65,362.442,10.619,382.435,164.518,533.603,164.65,231.268,164.387,651.415,420.373,93.885,372.658,721.571,623.586,-33.803,598.023,Looking
66,343.073,21.172,382.988,167.667,530.164,174.389,235.813,160.944,643.525,425.399,103.48,352.058,724.892,611.605,7.048,566.595,Looking
67,340.969,16.885,375.861,161.754,523.411,161.751,228.311,161.756,636.775,407.585,100.048,361.401,702.702,621.649,-6.506,578.561,Looking
68,328.502,27.719,369.81,165.532,512.652,168.505,226.967,162.559,625.966,418.634,98.705,366.455,695.448,607.016,6.155,585.024,Looking
69,327.281,25.231,368.555,170.171,511.775,173.259,225.335,167.082,626.165,418.412,95.304,370.235,675.888,569.034,14.92,562.519,Looking
70,326.555,23.36,365.144,159.553,508.973,162.257,221.315,156.848,628.222,396.756,103.971,351.959,708.252,577.642,3.369,554.04,Looking
71,325.294,24.893,366.184,159.924,509.609,161.346,222.759,158.502,626.083,394.345,99.793,338.513,697.537,567.789,0.618,515.479,Looking
72,335.807,17.317,366.137,163.083,510.099,162.489,222.174,163.676,627.878,414.069,88.113,364.76,726.715,596.174,-10.499,571.364,Looking
73,329.466,14.497,369.269,161.57,515.57,164.459,222.967,158.681,594.767,381.472,90.918,343.296,703.578,563.866,0.186,557.371,Looking
74,337.896,15.819,368.454,165.015,515.375,167.302,221.533,162.728,623.08,397.199,87.025,361.162,700.748,581.147,-5.98,585.678,Looking
75,355.443,18.066,367.775,161.798,511.9,160.201,223.651,163.394,599.268,367.682,89.931,360.503,711.188,582.3,-23.222,532.684,Looking
76,349.771,14.062,365.036,160.275,509.627,162.942,220.446,157.609,615.588,400.125,98.976,355.546,719.628,558.741,-7.487,565.798,Looking
77,361.991,16.727,375.846,173.088,525.318,177.942,226.374,168.233,624.894,427.259,117.158,356.441,701.251,621.304,68.226,555.688,Looking
78,359.811,22.222,374.15,170.358,520.727,175.94,227.573,164.776,623.194,408.233,118.313,354.025,708.353,590.718,77.41,531.677,Looking
79,350.894,20.348,372.665,162.262,518.522,161.131,226.809,163.392,621.358,392.9,111.37,350.66,708.617,578.485,50.496,594.862,Looking
80,348.697,22.106,369.872,157.838,514.421,157.7,225.323,157.976,592.836,367.368,110.881,346.428,694.117,548.672,44.503,593.801,Looking
81,347.869,20.587,372.577,169.943,521.148,176.859,224.006,163.028,601.657,409.033,102.542,368.392,656.113,590.162,61.552,585.19,Looking
82,343.219,18.155,374.317,168.678,523.521,175.815,225.112,161.54,608.524,413.104,106.809,366.091,674.633,603.268,75.554,591.678,Looking
83,349.812,17.068,370.716,163.854,517.338,165.31,224.094,162.397,612.567,410.98,109.579,350.071,677.829,576.755,66.88,565.531,Looking
84,345.546,17.044,371.715,162.518,517.027,167.974,226.403,157.062,612.128,418.285,112.148,350.016,672.689,592.024,67.089,577.316,Looking
85,344.97,14.131,370.946,167.624,517.09,170.451,224.802,164.797,614.082,406.525,112.777,350.052,677.233,582.151,72.246,578.532,Looking
86,351.29,14.028,373.202,168.364,520.765,168.707,225.639,168.021,627.971,406.399,107.188,365.528,702.884,599.946,62.685,591.172,Looking
87,348.785,13.048,371.718,167.433,519.323,168.827,224.114,166.038,616.692,408.135,106.811,361.842,683.507,601.004,62.612,590.806,Looking
88,353.724,10.457,369.727,165.322,517.382,167.656,222.072,162.987,613.583,420.708,109.049,378.308,706.877,583.487,39.183,581.945,Looking
89,357.734,16.849,370.696,167.474,519.438,168.518,221.953,166.43,615.209,427.572,117.274,369.524,700.864,627.94,51.114,595.402,Looking
90,361.45,12.8,371.177,166.265,516.053,169.251,226.302,163.278,608.695,414.273,113.664,374.542,697.23,597.863,56.468,588.123,Looking
91,363.923,11.699,366.689,166.816,511.552,167.78,221.827,165.852,617.105,399.448,109.919,369.579,715.593,572.54,50.704,591.777,Looking
92,366.384,10.387,372.352,174.837,519.419,175.963,225.285,173.71,612.887,398.551,117.295,367.415,688.27,572.409,47.179,610.515,Looking
93,364.54,15.148,367.878,168.114,514.715,168.364,221.042,167.864,620.297,409.304,113.11,365.974,707.333,588.655,48.935,596.838,Looking
94,368.892,17.509,367.58,160.322,512.379,158.948,222.781,161.697,609.465,399.839,118.555,362.878,702.35,575.611,48.036,610.904,Looking
95,372.437,15.529,371.883,169.919,517.13,174.42,226.635,165.418,612.771,421.207,115.761,363.833,682.51,609.843,58.904,597.524,Looking
96,367.747,21.694,367.478,167.021,509.227,166.131,225.728,167.911,590.153,375.018,119.499,369.096,677.866,580.303,58.041,606.213,Looking
97,368.34,17.763,373.387,167.635,518.326,171.912,228.447,163.358,611.559,413.686,121.23,365.759,668.061,580.584,65.147,594.019,Looking
98,367.595,20.182,371.609,165.049,515.006,167.099,228.212,162.999,618.323,421.357,113.102,363.681,666.712,599.901,55.535,595.397,Looking
99,366.626,16.096,373.053,168.274,518.949,171.977,227.157,164.57,614.488,419.555,115.052,358.461,679.453,612.329,61.637,606.096,Looking
100,372.462,19.987,371.294,167.273,515.076,171.44,227.511,163.105,614.385,419.402,110.186,359.257,685.105,619.292,47.421,603.971,Looking
101,367.82,16.552,368.312,167.414,512.714,164.702,223.909,170.126,611.424,401.328,112.083,370.565,672.673,580.999,48.053,609.865,Looking
102,368.864,14.859,367.778,163.016,513.201,161.989,222.355,164.042,617.878,390.275,112.166,371.944,690.38,561.871,54.307,597.196,Looking
103,368.588,18.331,367.073,168.585,511.79,169.287,222.356,167.883,615.75,401.488,110.319,373.501,700.496,579.644,55.917,616.441,Looking
104,364.461,17.737,371.539,172.886,517.043,174.736,226.036,171.037,599.116,401.878,107.77,370.462,687.414,616.578,46.206,611.984,Looking
105,365.308,20.83,368.374,168.185,513.767,169.21,222.982,167.16,615.079,417.665,104.001,388.459,701.129,580.801,52.209,602.156,Looking
106,364.318,19.587,371.001,168.101,517.94,170.244,224.062,165.958,620.283,399.849,112.629,367.273,691.696,564.276,51.057,577.714,Looking
107,360.359,21.746,368.076,169.749,515.689,169.51,220.464,169.988,602.836,398.781,105.428,381.211,689.132,575.785,47.061,601.195,Looking
108,367.795,22.688,367.858,168.77,512.095,166.811,223.621,170.728,619.75,407.408,104.909,379.675,702.009,583.279,38.305,560.132,Looking
109,354.26,18.238,368.804,173.456,517.489,174.002,220.119,172.91,606.013,407.303,104.82,380.405,696.612,566.763,48.849,591.219,Looking
110,361.993,16.287,366.814,170.056,514.016,167.9,219.611,172.211,622.22,401.413,103.033,385.943,692.338,568.184,52.435,598.802,Looking
111,366.109,26.87,363.831,169.305,508.774,168.033,218.887,170.578,599.068,398.771,103.251,384.83,697.673,590.208,37.15,581.198,Looking
112,364.221,23.157,364.951,168.123,511.673,165.049,218.229,171.196,624.834,393.942,104.479,381.554,679.51,576.545,42.981,574.492,Looking
113,366.356,22.374,371.499,173.077,518.556,172.643,224.442,173.511,609.435,400.405,105.665,384.144,701.276,587.428,50.691,600.9,Looking
114,357.299,18.511,370.301,172.827,519.17,171.858,221.431,173.795,602.861,390.154,102.887,380.167,693.46,559.682,43.787,606.577,Looking
115,358.73,22.053,376.146,173.31,527.929,177.494,224.362,169.127,633.992,419.453,99.424,375.691,680.91,618.125,48.051,610.168,Looking
116,359.149,22.739,369.562,167.192,518.37,172.581,220.753,161.803,626.276,407.484,100.827,369.428,712.951,542.147,46.604,606.359,Looking
117,361.155,26.776,378.327,170.716,530.709,176.019,225.946,165.412,647.827,414.541,102.95,365.687,708.332,621.461,56.479,606.872,Looking
118,357.213,21.082,375.831,170.797,528.11,176.959,223.553,164.634,645.459,421.887,103.809,359.011,692.527,618.333,55.075,603.22,Looking
119,353.16,17.559,374.032,168.562,525.668,174.797,222.395,162.327,642.474,419.634,105.69,355.891,692.523,608.943,55.673,595.799,Looking
120,358.127,20.086,374.734,172.198,527.214,177.443,222.254,166.953,616.84,403.472,105.609,367.197,655.22,603.716,121.931,550.091,Looking
121,362.528,21.479,375.461,169.983,531.103,173.603,219.82,166.362,614.278,388.472,106.082,371.46,634.105,457.774,138.934,564.233,Looking
122,365.626,22.376,369.526,161.782,514.992,160.45,224.06,163.114,612.531,384.261,103.788,369.416,649.833,366.139,137.826,551.974,Looking
123,356.443,15.698,373.083,162.525,523.099,163.904,223.067,161.146,609.791,384.963,102.068,345.174,651.465,582.117,103.031,552.136,Looking
124,364.517,22.735,373.076,164.664,520.607,167.148,225.545,162.18,614.753,383.307,106.355,349.64,688.509,479.604,122.776,541.143,Looking
125,362.092,15.822,371.613,164.507,520.513,165.648,222.713,163.367,627.439,374.97,104.425,367.944,657.878,416.619,146.705,515.064,Looking
126,365.116,13.471,375.054,170.021,524.804,173.732,225.304,166.31,623.645,404.807,108.011,361.049,662.818,567.298,99.626,552.063,Looking
127,366.717,20.677,373.07,168.764,522.131,170.211,224.008,167.317,623.461,389.595,106.56,361.585,656.052,523.67,91.778,561.978,Looking
128,357.735,13.008,374.147,174.24,524.184,180.24,224.11,168.239,610.15,409.328,109.08,361.097,680.865,480.544,92.564,545.04,Looking
129,361.744,13.318,376.368,172.611,528.153,178.398,224.584,166.825,630.128,426.973,109.177,354.823,679.185,623.79,94.885,548.093,Looking
130,366.44,19.543,377.512,170.266,528.455,174.591,226.569,165.94,633.603,422.478,108.677,357.927,666.758,629.332,87.9,552.374,Looking
131,371.863,21.603,370.441,168.113,516.524,170.709,224.359,165.518,607.047,401.666,106.596,358.608,674.422,609.153,81.119,555.201,Looking
132,380.333,22.683,377.672,176.393,528.22,183.528,227.124,169.258,614.373,401.091,110.332,352.248,701.468,610.0,85.281,541.363,Looking
133,382.326,23.213,379.071,176.718,529.421,182.123,228.722,171.312,603.445,397.144,112.178,357.678,659.737,590.702,107.425,558.309,Looking
134,380.32,26.373,377.574,177.718,529.267,185.373,225.882,170.063,611.151,411.143,106.649,365.645,677.636,618.267,92.892,541.425,Looking
135,372.139,25.017,378.306,175.196,527.274,181.52,229.338,168.873,627.865,410.096,111.616,360.119,664.546,595.092,77.88,543.573,Looking
136,379.501,27.474,377.141,174.003,527.336,178.133,226.947,169.873,608.195,403.935,108.935,362.816,680.909,601.372,99.983,540.78,Looking
137,382.513,26.56,379.368,174.44,530.904,182.07,227.832,166.81,609.99,395.854,115.854,356.092,681.217,602.109,103.42,540.403,Looking
138,371.225,23.2,377.974,169.877,530.472,176.468,225.476,163.286,615.438,412.4,112.39,357.499,679.384,609.95,105.572,546.26,Looking
139,377.599,27.928,376.054,175.003,524.76,178.441,227.348,171.565,605.778,392.905,113.009,358.339,677.581,581.824,94.299,557.541,Looking
140,374.552,25.529,376.809,175.171,527.157,177.985,226.461,172.356,610.288,397.738,111.785,358.747,682.078,603.792,86.766,560.645,Looking
141,389.666,26.889,378.556,179.57,529.074,184.772,228.039,174.369,606.109,391.74,116.419,366.426,679.637,586.696,83.515,552.469,Looking
142,381.548,30.118,380.328,181.196,532.99,188.154,227.666,174.237,606.469,397.338,118.611,365.439,670.859,592.455,81.751,558.766,Looking
143,381.985,23.865,379.891,179.149,532.542,184.442,227.24,173.856,625.07,402.686,118.196,364.478,671.126,602.649,86.404,556.153,Looking
144,373.67,25.605,376.697,173.381,527.421,175.677,225.974,171.085,629.879,389.804,112.086,367.485,676.778,571.375,82.819,544.333,Looking
145,377.482,19.477,376.525,176.522,529.196,180.407,223.853,172.637,628.901,392.607,111.007,373.134,682.745,575.972,79.564,565.674,Looking
146,373.833,24.052,377.909,175.812,531.269,181.187,224.548,170.436,605.448,394.649,117.964,368.662,677.532,591.241,67.777,572.424,Looking
147,376.18,25.358,375.755,174.896,527.147,177.724,224.362,172.068,608.225,392.269,116.789,372.547,686.616,591.409,65.753,582.518,Looking
148,373.609,30.497,375.869,175.036,524.791,175.539,226.948,174.534,601.193,390.182,118.561,364.611,677.541,574.997,55.593,567.123,Looking
149,367.817,23.615,374.498,172.596,524.321,175.771,224.675,169.422,605.171,396.821,114.688,369.894,676.314,590.402,67.948,572.648,Looking
150,364.924,22.475,374.443,173.563,525.102,176.054,223.783,171.071,623.587,400.198,117.345,369.053,673.446,575.762,69.714,562.37,Looking
151,365.769,12.279,374.908,174.04,526.534,174.272,223.283,173.808,610.441,412.255,112.405,386.103,683.018,615.663,59.956,604.631,Looking
152,355.534,10.207,379.509,169.506,531.047,174.364,227.97,164.649,609.475,406.219,112.87,368.125,669.922,582.027,81.371,564.139,Looking
153,364.923,16.394,372.716,170.446,520.525,169.981,224.906,170.911,611.643,399.063,111.688,374.93,685.55,576.146,48.298,587.862,Looking
154,367.846,21.224,373.412,174.61,524.274,174.019,222.551,175.202,616.607,415.584,110.018,385.598,674.121,624.363,59.444,594.785,Looking
155,366.893,27.294,377.445,175.104,529.813,176.058,225.077,174.15,628.415,418.895,108.97,382.506,667.759,604.134,68.115,590.016,Looking
156,364.945,23.312,376.236,171.538,526.685,171.635,225.788,171.442,623.879,414.889,108.694,385.365,672.737,586.421,73.826,596.843,Looking
157,367.087,21.428,378.009,173.979,527.968,175.218,228.049,172.741,631.656,412.268,112.366,372.79,679.259,596.849,75.083,584.401,Looking
158,368.387,29.253,373.279,171.329,520.315,173.62,226.243,169.037,634.706,424.667,114.42,379.249,690.264,624.864,71.128,594.16,Looking
159,362.227,16.442,374.306,172.197,523.882,175.818,224.731,168.576,636.82,419.316,109.335,381.048,692.39,616.013,76.002,588.384,Looking
160,360.711,15.448,377.053,171.467,526.59,175.596,227.517,167.338,628.678,424.375,112.583,366.14,675.765,609.717,76.566,570.859,Looking
161,362.592,16.183,374.842,170.824,523.191,173.829,226.492,167.819,628.027,425.562,116.178,363.604,691.506,614.224,75.321,584.691,Looking
162,362.347,17.429,375.201,171.616,525.742,177.15,224.661,166.082,638.376,420.741,114.365,362.154,672.057,612.486,78.694,565.866,Looking
163,362.782,23.0,377.297,174.464,527.922,176.966,226.671,171.962,634.318,417.853,102.053,362.859,674.636,595.742,64.722,564.176,Looking
164,362.36,15.728,373.913,169.587,526.062,174.166,221.763,165.009,609.459,403.378,114.295,371.09,657.786,587.464,79.604,572.063,Looking
165,364.243,13.604,378.984,173.901,531.438,178.283,226.53,169.518,613.941,408.686,113.621,363.533,653.421,586.829,76.607,567.564,Looking
166,360.497,13.48,373.438,172.588,523.214,172.699,223.662,172.477,631.808,405.619,108.506,385.218,672.062,583.051,75.873,610.127,Looking
167,361.182,11.032,370.972,169.343,518.434,168.985,223.511,169.701,605.541,404.081,110.944,370.68,673.872,588.266,67.436,592.239,Looking
168,361.798,12.572,375.925,170.934,528.031,174.716,223.818,167.152,606.749,411.932,110.889,374.067,643.37,591.964,79.398,577.992,Looking
169,361.488,13.37,371.772,169.86,524.396,171.495,219.148,168.226,616.128,414.392,102.156,387.775,666.81,594.964,73.295,594.615,Looking
170,357.776,17.983,377.392,169.614,530.278,174.353,224.506,164.876,611.81,404.492,108.11,360.295,659.22,621.833,73.866,592.654,Looking
171,361.192,19.056,374.772,175.191,526.378,179.856,223.165,170.525,617.689,414.935,99.715,385.293,663.094,621.63,73.721,601.252,Looking
172,368.051,16.629,377.1,173.191,528.441,179.899,225.758,166.482,616.792,399.241,107.294,356.813,674.678,592.3,73.553,561.535,Looking
173,368.429,22.208,375.18,171.302,527.467,174.93,222.892,167.675,645.789,415.737,106.971,367.671,695.922,580.702,73.976,535.586,Looking
174,363.775,22.543,376.468,171.767,528.576,175.119,224.359,168.415,616.848,404.229,103.916,371.687,687.714,594.797,53.387,551.746,Looking
175,370.062,17.47,367.984,166.08,518.083,170.397,217.884,161.764,603.295,393.301,111.434,359.628,681.805,599.428,71.918,566.173,Looking
176,362.516,32.952,373.062,170.126,524.914,168.772,221.21,171.481,607.228,394.831,106.756,370.685,690.304,628.216,77.983,604.23,Looking
177,357.462,28.073,379.185,172.402,533.482,175.994,224.888,168.811,602.584,412.65,109.373,366.717,680.276,618.19,64.791,577.739,Looking
178,368.88,40.188,378.905,169.425,534.353,173.801,223.458,165.049,614.207,405.97,108.578,367.36,672.985,599.378,67.73,580.267,Looking
179,378.992,35.977,383.883,167.989,539.576,175.29,228.189,160.689,606.265,411.873,106.521,362.227,666.828,622.05,61.645,547.558,Looking
180,364.011,28.924,377.803,171.671,534.488,177.061,221.118,166.282,606.739,410.4,113.735,365.178,661.426,603.577,66.186,566.01,Looking
181,357.209,32.583,375.231,175.132,532.47,173.803,217.992,176.461,610.168,393.008,108.853,386.445,679.061,596.156,59.639,577.917,Looking
182,371.447,13.884,375.83,172.882,533.11,173.456,218.55,172.308,610.512,407.76,103.558,370.258,671.439,631.224,66.532,599.662,Looking
183,363.466,10.704,371.988,167.007,524.923,163.604,219.052,170.411,598.321,382.771,116.491,371.591,673.741,608.469,79.311,605.564,Looking
184,368.274,13.654,374.789,167.341,529.549,168.675,220.028,166.008,639.422,410.28,106.39,365.01,672.558,598.442,76.48,570.94,Looking
185,355.1,17.947,374.843,172.365,531.755,177.404,217.931,167.327,615.175,407.576,102.159,365.033,693.2,599.819,70.893,583.912,Looking
186,354.166,18.798,375.458,171.76,526.032,174.086,224.883,169.435,616.374,405.543,107.787,359.033,699.022,604.526,80.563,547.168,Looking
187,355.31,28.601,372.113,174.945,523.584,176.665,220.641,173.225,614.264,407.369,104.269,368.368,683.524,603.381,64.152,575.951,Looking
188,345.121,31.847,372.409,172.244,524.696,173.443,220.122,171.044,617.646,403.039,110.273,369.925,676.538,589.746,88.718,555.819,Looking
189,350.798,19.125,375.862,172.249,529.387,171.584,222.338,172.913,608.344,409.885,106.003,378.601,678.117,646.752,77.364,596.866,Looking
190,349.181,24.316,375.588,172.307,527.738,170.292,223.437,174.323,604.249,407.563,109.168,384.309,679.948,627.51,75.383,590.616,Looking
191,356.318,31.358,373.016,168.687,524.16,166.405,221.872,170.969,619.176,436.034,109.024,376.39,668.698,634.205,71.009,597.51,Looking
192,356.048,40.467,377.845,165.621,528.53,167.366,227.16,163.876,605.786,390.252,119.839,348.949,671.369,614.476,88.033,576.109,Looking
193,356.977,42.545,372.229,166.528,525.707,164.626,218.75,168.43,620.391,430.675,106.246,367.323,675.984,641.224,87.045,602.812,Looking
194,364.648,36.62,375.472,167.061,529.164,165.961,221.78,168.161,636.908,422.702,110.34,354.962,682.506,634.661,90.95,578.381,Looking
