frame_id,nose_x,nose_y,neck_x,neck_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,label
16,418.515,256.256,407.916,407.707,562.861,410.295,252.971,405.119,673.795,555.577,79.295,615.3,684.788,407.203,133.251,432.765,Asking
17,412.635,247.095,401.061,405.144,564.795,408.171,237.327,402.117,683.749,639.297,95.74,641.325,674.272,720.301,200.143,463.718,Asking
18,409.532,246.431,411.348,398.391,564.286,394.706,258.409,402.077,691.005,583.734,127.135,597.114,692.793,616.281,181.79,517.926,Asking
19,413.562,247.88,406.767,405.273,554.893,406.623,258.64,403.924,622.554,597.254,131.119,607.015,639.141,539.989,210.361,415.774,Asking
20,414.107,247.951,399.657,407.082,553.569,404.442,245.746,409.722,607.527,620.996,165.749,633.859,632.771,741.95,168.536,796.057,Asking
21,410.344,249.137,407.54,397.999,555.579,396.863,259.502,399.135,695.923,523.353,156.355,622.692,650.326,365.073,225.117,488.246,Asking
22,412.241,249.192,405.424,399.491,557.746,393.037,253.102,405.946,714.77,491.071,153.868,634.145,719.926,352.912,197.991,556.239,Asking
23,410.052,248.433,401.512,395.606,555.198,386.566,247.826,404.647,699.076,490.28,169.225,640.457,721.07,364.584,214.138,601.323,Asking
24,406.845,247.647,397.778,395.413,549.222,390.935,246.335,399.891,716.413,445.605,178.017,633.23,737.072,276.767,166.223,769.626,Asking
25,405.785,251.728,389.601,400.668,537.723,392.623,241.478,408.714,730.332,447.935,182.687,639.928,758.575,248.359,163.789,801.915,Asking
26,401.642,257.296,394.336,391.832,544.496,383.676,244.176,399.988,714.518,451.707,183.091,623.602,739.025,361.093,166.716,779.433,Asking
27,401.143,256.479,395.114,389.51,540.076,378.995,250.151,400.025,678.093,472.498,180.785,619.072,649.046,376.769,175.312,684.889,Asking
28,401.624,258.119,391.947,391.268,536.575,380.341,247.32,402.195,726.469,450.107,187.571,627.78,685.77,254.971,167.834,754.943,Asking
29,400.367,255.238,395.281,404.165,548.034,398.149,242.529,410.18,731.312,439.689,187.08,641.543,737.077,238.243,165.241,794.992,Asking
30,395.511,255.252,393.079,394.716,536.858,388.746,249.301,400.686,751.406,442.24,175.141,598.907,697.842,229.077,159.635,636.687,Asking
31,401.327,258.581,390.882,392.969,539.303,384.397,242.46,401.541,686.269,482.181,179.647,628.635,665.197,411.237,175.438,767.561,Asking
32,396.724,253.567,387.035,398.175,531.69,389.146,242.381,407.204,740.707,453.027,171.848,625.873,700.466,236.882,163.285,726.875,Asking
33,397.617,260.367,380.504,397.997,528.424,386.028,232.584,409.966,717.813,475.562,65.368,620.758,768.418,321.787,84.903,423.487,Asking
34,378.895,260.406,388.209,396.892,537.123,389.33,239.295,404.454,733.906,457.075,87.796,537.344,785.572,288.455,110.214,365.771,Asking
35,378.419,261.03,378.801,399.465,529.609,398.274,227.994,400.656,642.31,541.894,59.196,561.162,690.93,430.876,136.593,309.862,Asking
36,377.559,256.809,376.335,399.038,528.268,399.008,224.401,399.068,590.265,633.759,65.607,507.88,614.164,734.505,128.523,298.485,Asking
37,381.142,257.622,378.693,397.895,532.066,398.513,225.32,397.277,599.692,636.47,61.058,510.967,624.953,781.633,129.089,287.277,Asking
38,388.411,258.401,386.013,401.719,538.475,402.079,233.551,401.358,611.95,575.646,70.838,485.06,617.599,528.052,127.221,246.974,Asking
39,380.109,253.026,388.404,398.608,538.919,401.017,237.89,396.199,604.361,613.464,68.85,504.057,618.654,685.17,133.909,241.83,Asking
40,393.211,249.384,390.576,403.338,544.592,409.907,236.561,396.769,600.487,635.395,59.454,495.72,609.024,723.104,146.56,228.994,Asking
41,395.812,247.629,395.338,400.679,549.888,405.481,240.787,395.877,632.896,625.588,64.191,501.722,650.134,741.349,143.706,224.405,Asking
42,395.224,251.376,393.77,395.938,544.187,400.536,243.354,391.341,643.058,602.083,64.212,445.31,673.887,720.173,148.258,208.926,Asking
43,399.652,249.39,393.257,394.9,542.777,399.908,243.738,389.891,638.532,583.726,64.935,444.183,660.869,596.486,146.188,203.37,Asking
44,391.526,248.562,393.751,405.121,550.033,414.078,237.469,396.165,618.48,642.421,56.583,449.631,645.158,757.298,143.844,198.866,Asking
45,402.89,249.809,394.947,392.927,550.11,397.942,239.783,387.912,617.626,582.77,54.823,426.622,620.345,537.143,135.918,170.427,Asking
46,397.564,249.347,395.708,394.612,552.966,397.216,238.449,392.009,642.989,522.107,66.786,463.719,613.661,378.0,141.161,167.522,Asking
47,406.952,232.249,395.167,385.798,547.012,389.505,243.323,382.091,685.754,487.041,48.905,416.124,632.38,331.777,127.229,161.744,Asking
48,411.841,228.861,398.647,387.648,552.357,395.98,244.937,379.317,696.2,516.516,49.951,449.647,646.425,374.154,139.77,160.413,Asking
49,415.839,239.015,399.724,387.32,553.553,392.55,245.894,382.09,604.759,620.421,40.225,412.123,598.069,760.533,144.827,144.05,Asking
50,428.299,236.996,397.593,386.066,552.926,391.321,242.261,380.811,653.543,527.187,47.607,464.905,593.255,386.615,154.893,158.165,Asking
51,424.885,242.708,402.005,392.454,558.009,396.572,246.001,388.337,608.297,586.725,57.698,420.937,621.346,585.12,132.716,159.01,Asking
52,432.36,240.411,400.011,391.308,553.366,394.003,246.656,388.613,624.287,547.53,73.817,431.569,635.021,499.299,142.459,172.826,Asking
53,431.804,248.923,394.941,388.51,549.585,386.933,240.296,390.086,628.153,552.289,69.676,500.504,646.875,499.049,142.578,186.263,Asking
54,425.291,244.969,401.503,393.116,555.527,397.804,247.479,388.428,619.458,531.636,57.046,423.095,605.656,375.58,139.933,168.065,Asking
55,430.284,243.057,401.004,394.651,556.244,398.148,245.764,391.154,620.848,533.203,51.013,431.101,607.801,409.237,132.102,163.943,Asking
56,429.12,243.553,400.907,394.605,557.713,397.239,244.1,391.972,611.94,622.007,35.499,474.143,624.196,746.489,138.39,178.451,Asking
57,433.731,248.675,396.673,384.167,545.171,381.584,248.175,386.749,656.599,502.612,58.543,488.647,608.508,361.791,138.302,192.939,Asking
58,440.677,257.542,396.79,397.977,547.295,402.479,246.284,393.476,595.017,630.291,41.804,490.322,622.466,765.05,138.451,196.827,Asking
59,436.584,249.301,397.568,397.936,553.562,403.805,241.573,392.067,597.13,640.27,15.981,508.4,610.052,783.769,114.333,197.549,Asking
60,439.351,255.659,400.525,396.814,554.356,401.495,246.694,392.132,610.547,629.321,43.929,447.169,631.597,778.877,98.938,201.871,Asking
61,445.15,257.665,403.342,399.995,558.214,408.31,248.469,391.68,615.659,643.536,38.377,455.798,636.653,795.679,91.781,204.71,Asking
62,442.645,257.235,397.094,393.046,548.041,395.43,246.146,390.662,597.463,608.291,23.27,498.068,609.019,693.113,99.504,213.172,Asking
63,444.049,254.503,401.157,398.943,559.203,404.634,243.111,393.252,591.288,644.946,33.534,550.658,610.973,761.138,132.178,253.087,Asking
64,439.803,250.912,395.45,397.952,550.307,400.34,240.593,395.565,598.287,605.638,31.923,540.334,604.529,658.59,121.373,256.128,Asking
65,440.187,252.428,391.97,394.436,548.636,394.99,235.304,393.882,620.95,599.944,18.315,533.046,619.371,650.379,133.063,231.098,Asking
66,427.18,228.096,401.698,387.255,564.475,387.809,238.921,386.702,646.934,622.604,26.25,546.742,659.827,750.709,120.4,226.55,Asking
67,438.287,221.019,403.886,384.793,559.288,388.351,248.485,381.236,621.184,594.943,32.997,457.58,639.189,627.715,102.44,212.46,Asking
68,428.199,222.072,404.66,384.984,563.234,391.795,246.086,378.172,617.773,631.739,16.193,463.048,619.266,724.669,89.522,216.604,Asking
69,435.466,208.877,417.364,378.333,572.068,382.131,262.66,374.535,644.226,550.873,35.024,437.16,690.261,488.348,86.906,191.665,Asking
70,435.471,205.862,417.184,370.781,570.383,376.953,263.985,364.609,705.301,445.188,38.159,424.739,742.876,297.688,80.785,182.175,Asking
71,436.603,207.918,418.382,367.681,570.474,366.386,266.291,368.976,664.375,454.287,15.243,436.658,681.761,318.133,87.821,168.685,Asking
72,439.704,208.792,414.555,367.053,561.705,370.106,267.405,364.0,660.615,462.042,16.952,430.746,658.666,297.295,83.757,166.393,Asking
73,439.158,205.225,418.592,368.245,567.638,372.38,269.546,364.111,648.775,467.51,36.543,424.956,672.055,305.363,72.082,166.331,Asking
74,444.239,208.582,425.94,367.735,577.2,373.502,274.68,361.969,568.073,534.314,42.6,427.426,540.597,445.073,80.158,159.658,Asking
75,447.28,210.385,421.739,366.514,572.02,373.172,271.458,359.855,655.009,470.253,47.787,420.353,647.398,303.593,83.572,161.963,Asking
76,446.94,210.829,423.222,366.412,571.814,373.513,274.63,359.312,612.157,507.026,48.574,427.433,597.423,400.075,91.301,171.347,Asking
77,443.591,214.632,422.607,365.966,572.514,372.767,272.701,359.165,601.723,523.191,49.788,428.868,610.796,407.995,89.958,175.898,Asking
78,445.537,213.626,420.276,377.768,576.008,387.347,264.544,368.189,619.703,595.726,11.26,431.399,621.061,662.938,93.468,177.463,Asking
79,441.41,216.612,421.069,371.425,575.253,377.624,266.885,365.225,632.536,585.124,11.926,434.874,619.624,620.973,87.983,179.923,Asking
80,443.929,215.756,417.747,366.697,571.503,371.487,263.992,361.907,676.077,534.745,24.926,436.848,712.927,518.517,88.8,179.087,Asking
81,443.935,216.042,416.978,362.619,567.528,361.606,266.427,363.633,658.108,552.75,1.045,455.704,686.964,634.212,102.27,183.314,Asking
82,442.258,213.327,410.491,375.088,572.279,379.225,248.703,370.951,693.188,556.698,-18.094,449.686,736.871,577.282,88.37,176.302,Asking
83,431.572,215.361,423.109,364.288,575.751,372.608,270.467,355.969,636.129,580.583,39.027,429.03,648.47,652.081,100.355,183.494,Asking
84,435.501,215.229,417.758,372.174,575.134,378.497,260.381,365.851,607.543,578.407,2.582,441.195,607.882,572.65,93.483,179.531,Asking
85,436.811,217.849,419.539,369.498,572.783,375.77,266.295,363.227,631.489,529.719,37.663,429.82,673.585,494.719,94.245,185.46,Asking
86,435.026,219.641,422.716,361.549,572.233,363.211,273.199,359.886,722.768,424.066,38.783,419.758,743.469,292.325,95.093,184.852,Asking
87,434.997,220.1,421.245,358.61,570.299,356.992,272.191,360.227,697.808,430.691,40.59,418.934,726.38,330.505,95.085,179.991,Asking
88,434.324,219.765,416.494,380.386,573.421,385.022,259.567,375.75,675.54,534.502,24.271,440.057,681.773,483.583,85.463,189.252,Asking
89,434.962,224.683,419.292,370.78,570.845,381.952,267.74,359.609,669.934,493.528,52.655,432.55,711.559,363.565,89.957,187.875,Asking
90,433.613,221.69,411.976,377.452,566.602,381.985,257.35,372.92,620.68,598.158,56.738,470.366,630.408,658.737,110.011,222.849,Asking
91,436.715,225.573,414.026,376.627,566.202,383.609,261.851,369.645,634.206,592.588,59.412,455.545,656.285,648.358,118.872,221.568,Asking
92,436.745,226.786,407.525,380.647,560.254,384.479,254.797,376.815,641.508,558.701,66.796,454.329,607.439,525.688,117.569,229.853,Asking
93,429.204,225.513,406.569,384.199,565.519,387.187,247.619,381.21,631.556,631.367,29.023,522.295,643.8,769.054,109.459,230.737,Asking
94,426.923,226.213,402.459,382.894,559.098,387.337,245.821,378.451,607.88,630.245,44.236,533.693,625.093,750.853,133.305,255.219,Asking
95,424.619,228.009,403.504,389.111,568.864,397.305,238.144,380.918,618.46,642.978,48.85,550.161,630.78,790.81,133.433,288.516,Asking
96,425.257,225.229,402.814,381.961,561.572,382.631,244.056,381.291,652.738,603.483,55.395,569.398,657.047,701.406,147.556,305.689,Asking
97,427.379,226.426,399.206,386.919,558.502,391.549,239.909,382.289,618.286,641.364,30.925,553.826,641.087,750.312,139.987,272.517,Asking
98,428.871,224.106,395.093,383.255,552.463,385.314,237.724,381.197,603.661,632.875,55.829,572.361,633.991,705.712,148.763,349.723,Asking
99,427.177,223.003,399.644,377.183,560.206,377.33,239.083,377.036,600.626,629.184,38.201,565.289,608.772,730.903,135.746,270.788,Asking
100,422.01,225.76,394.511,382.016,555.564,383.131,233.458,380.901,637.304,597.442,40.621,542.809,645.907,683.242,134.382,324.351,Asking
101,432.156,225.174,402.011,386.547,561.436,390.472,242.586,382.622,675.704,581.024,50.772,549.992,724.649,609.773,139.435,258.193,Asking
102,428.812,227.111,401.775,388.5,560.752,393.057,242.798,383.943,698.146,510.956,70.66,543.617,732.861,383.136,150.966,261.048,Asking
103,437.64,222.442,400.664,385.976,557.452,392.741,243.876,379.211,723.607,469.823,51.705,491.647,787.428,294.57,128.047,204.407,Asking
104,434.797,223.139,401.891,382.597,558.801,383.953,244.981,381.24,709.662,481.529,28.69,457.843,703.318,338.549,131.814,183.704,Asking
105,435.897,225.577,406.446,381.002,561.427,383.778,251.465,378.226,739.737,461.697,46.052,427.275,666.001,311.658,124.942,149.971,Asking
106,428.543,218.05,405.548,381.655,566.913,387.135,244.184,376.176,687.441,527.773,25.036,416.296,731.504,473.616,120.421,144.21,Asking
107,428.72,224.323,401.951,382.998,560.416,388.422,243.487,377.574,701.372,488.524,-4.536,430.395,741.83,357.899,113.756,141.368,Asking
108,429.781,228.647,396.041,380.523,557.153,386.047,234.93,374.999,709.243,509.562,-7.975,432.962,619.685,357.009,98.306,130.25,Asking
109,426.05,221.482,405.263,382.051,567.113,393.309,243.413,370.793,656.555,605.67,-7.008,392.055,700.451,722.125,78.795,112.105,Asking
110,429.063,227.406,403.84,380.919,568.043,385.698,239.636,376.14,704.066,539.372,-15.871,407.32,755.277,509.849,64.391,120.688,Asking
111,428.493,224.04,403.667,386.704,570.329,396.339,237.005,377.068,674.887,611.905,-56.082,408.67,712.219,733.011,61.116,116.451,Asking
112,428.504,226.5,402.336,380.874,564.587,388.161,240.085,373.588,713.253,537.915,-45.797,403.967,777.65,514.905,70.475,119.621,Asking
113,430.148,225.228,401.088,381.276,564.52,386.962,237.656,375.589,653.467,608.391,-69.299,399.28,691.241,740.951,84.388,106.98,Asking
114,423.071,226.913,401.456,389.429,567.429,404.638,235.482,374.219,656.301,620.889,-53.45,392.784,701.515,744.054,52.439,114.106,Asking
115,418.441,231.112,397.041,389.448,564.168,401.774,229.914,377.122,704.468,500.079,-61.523,382.41,735.266,363.28,52.035,113.406,Asking
116,414.277,235.848,398.296,385.997,561.437,396.65,235.155,375.344,653.802,504.111,-20.385,405.013,638.311,397.08,64.64,112.635,Asking
117,417.445,236.363,400.726,387.122,565.127,396.505,236.325,377.74,707.543,484.593,-21.66,408.6,670.231,341.246,59.242,116.426,Asking
118,420.778,225.846,399.216,385.376,560.716,393.224,237.716,377.527,659.448,593.934,-84.259,394.198,703.289,668.199,23.001,112.654,Asking
119,423.726,226.682,399.496,377.992,560.536,378.168,238.456,377.816,714.995,481.839,-64.897,394.505,716.478,365.699,34.318,109.701,Asking
120,409.32,221.89,401.002,375.95,562.281,386.148,239.722,365.752,679.219,578.694,-50.163,393.001,739.15,672.012,48.44,93.775,Asking
121,409.492,223.822,397.729,390.723,563.86,404.051,231.599,377.394,706.466,545.375,-61.375,391.658,809.92,489.926,37.949,98.944,Asking
122,404.825,219.095,403.802,383.822,563.268,393.029,244.336,374.616,676.767,575.653,23.752,390.81,716.995,648.403,72.444,114.369,Asking
123,399.016,225.376,400.301,378.053,556.312,389.065,244.291,367.041,654.219,575.265,22.978,391.319,694.01,649.679,81.787,124.971,Asking
124,403.421,225.436,408.803,388.693,563.496,399.302,254.109,378.084,730.235,458.8,56.024,392.185,792.699,295.094,93.156,139.145,Asking
125,402.451,223.23,405.516,384.787,560.773,391.738,250.259,377.837,716.461,513.262,46.784,408.533,802.42,463.988,86.398,146.541,Asking
126,406.671,225.527,407.287,383.341,563.891,390.243,250.684,376.44,701.977,490.946,101.128,412.264,742.601,414.061,138.842,151.329,Asking
127,407.009,223.045,407.185,384.497,562.478,392.255,251.891,376.739,704.467,482.286,106.318,421.499,765.789,355.478,141.638,152.065,Asking
128,408.107,221.687,409.38,379.71,563.367,383.414,255.393,376.006,656.882,529.694,127.584,430.899,689.75,491.516,192.717,200.073,Asking
129,408.236,220.124,408.525,386.306,568.72,390.026,248.331,382.585,642.804,603.132,126.229,451.541,675.238,723.455,179.608,245.621,Asking
130,407.953,221.409,407.937,384.602,566.224,389.524,249.65,379.679,672.982,539.686,100.552,495.454,740.46,496.653,162.916,297.359,Asking
131,407.514,223.738,403.222,376.982,551.695,377.755,254.75,376.21,643.548,577.142,146.766,445.165,664.314,710.259,190.158,170.164,Asking
132,413.201,223.499,408.595,381.871,564.318,381.941,252.872,381.802,639.301,576.46,131.785,439.777,650.572,648.557,189.212,165.263,Asking
133,413.936,221.859,408.089,388.176,563.535,391.631,252.644,384.72,668.825,590.443,158.844,438.424,718.402,687.232,196.701,176.141,Asking
134,416.069,222.542,405.911,377.112,559.553,378.441,252.269,375.784,666.017,496.165,127.56,443.679,636.436,358.675,180.818,155.582,Asking
135,409.53,223.346,411.718,379.323,565.627,382.94,257.808,375.706,695.718,530.876,136.072,432.313,743.809,496.386,178.568,156.854,Asking
136,413.67,222.985,411.622,378.629,566.997,381.768,256.248,375.489,624.716,611.332,82.129,450.208,630.286,760.015,181.248,141.395,Asking
137,417.265,224.176,406.968,382.885,563.507,389.262,250.43,376.508,638.75,591.341,81.213,478.841,669.116,729.15,168.71,176.721,Asking
138,417.003,220.526,409.628,381.455,567.162,390.098,252.094,372.812,748.406,446.0,97.948,461.571,796.914,262.505,175.103,148.204,Asking
139,411.577,225.106,407.214,373.135,562.287,371.309,252.141,374.962,685.702,466.923,82.508,466.876,695.22,355.921,163.899,179.324,Asking
140,417.229,221.673,407.322,383.801,563.828,389.71,250.817,377.893,679.689,471.825,87.91,470.961,735.094,336.047,162.065,181.931,Asking
141,413.739,222.249,411.474,384.462,573.256,389.321,249.692,379.603,662.008,586.023,67.417,490.398,723.083,654.946,143.8,275.302,Asking
142,417.15,224.605,406.801,384.608,567.664,389.787,245.938,379.429,636.987,599.215,75.074,491.217,667.899,754.699,117.257,316.695,Asking
143,415.483,222.495,412.35,389.44,571.738,393.754,252.962,385.127,666.019,591.389,79.136,466.866,726.353,650.91,163.081,178.18,Asking
144,415.877,225.494,409.82,381.808,567.484,386.016,252.155,377.6,670.258,548.457,76.769,462.222,720.554,559.864,168.614,161.731,Asking
145,417.422,225.879,413.375,387.503,569.296,395.473,257.455,379.534,650.326,609.438,54.48,445.303,677.859,724.611,164.35,148.87,Asking
146,415.708,224.328,409.628,375.589,561.014,383.374,258.241,367.804,680.448,493.031,80.718,445.69,698.871,393.531,168.633,154.315,Asking
147,413.012,224.923,410.214,384.326,563.947,389.998,256.48,378.654,605.175,598.95,60.517,433.087,595.844,703.288,174.811,146.497,Asking
148,413.057,224.59,408.772,385.031,561.673,390.627,255.87,379.435,598.431,594.516,58.082,426.063,597.614,677.042,175.444,143.695,Asking
149,415.586,226.198,405.096,394.083,564.412,399.358,245.78,388.808,670.79,500.301,64.301,454.876,697.753,406.592,171.022,145.131,Asking
150,419.629,230.48,410.469,390.865,569.089,398.586,251.85,383.144,670.155,568.25,35.464,432.876,719.559,597.974,157.959,149.972,Asking
151,418.588,228.377,411.679,388.107,568.236,399.288,255.123,376.925,641.385,613.818,36.907,433.011,672.899,740.791,152.459,140.902,Asking
152,416.23,226.815,408.966,384.018,565.615,389.403,252.316,378.632,686.071,574.034,50.235,448.115,734.623,688.77,155.636,145.405,Asking
153,420.346,227.364,409.664,387.509,565.661,396.85,253.668,378.168,674.925,553.863,44.71,434.958,711.198,558.883,151.786,146.213,Asking
154,420.251,229.984,405.897,389.799,562.364,397.728,249.429,381.87,617.288,621.429,26.117,438.545,628.211,739.602,153.67,134.065,Asking
155,419.92,230.191,410.503,386.991,570.53,393.303,250.477,380.679,638.889,620.559,44.958,428.838,636.769,732.625,144.478,132.705,Asking
156,420.043,228.798,413.045,392.377,574.79,401.763,251.3,382.991,641.988,635.019,39.805,428.543,649.306,760.337,135.064,133.7,Asking
157,421.275,228.399,409.507,389.352,569.413,397.761,249.602,380.942,638.857,624.037,22.467,447.717,646.233,759.431,143.837,133.008,Asking
158,422.178,225.639,408.046,390.794,566.772,400.729,249.319,380.859,647.897,618.825,44.53,426.086,684.979,750.095,140.321,133.046,Asking
159,419.663,226.331,408.618,383.236,562.248,392.588,254.988,373.883,630.023,614.967,38.936,410.814,650.152,742.218,149.584,126.801,Asking
160,422.214,228.377,411.022,380.764,566.044,389.264,256.0,372.264,682.882,576.408,38.052,429.524,728.808,683.557,144.789,124.619,Asking
161,421.971,228.726,407.177,388.015,565.227,398.797,249.127,377.234,616.872,623.187,42.407,414.312,621.448,749.743,140.397,124.296,Asking
162,421.575,229.493,407.955,387.564,565.751,398.312,250.16,376.816,621.444,627.497,40.709,414.12,614.655,763.461,146.144,126.057,Asking
163,417.32,221.416,408.517,381.801,562.535,393.455,254.5,370.148,686.916,544.208,26.477,409.959,724.576,560.596,138.737,124.318,Asking
164,420.585,221.048,406.751,380.4,559.723,389.729,253.78,371.07,734.276,439.919,37.436,407.219,762.201,247.719,139.056,124.392,Asking
165,419.061,220.628,409.606,375.187,562.613,383.632,256.6,366.742,739.428,447.14,39.718,416.384,761.376,259.702,143.934,123.135,Asking
166,420.872,222.761,404.03,383.06,559.526,393.199,248.535,372.922,700.962,509.054,36.105,428.453,627.694,354.017,147.455,133.755,Asking
167,415.901,221.284,407.972,385.99,560.506,395.773,255.437,376.206,664.828,523.687,41.363,419.018,659.615,468.993,143.262,125.408,Asking
168,416.86,223.082,406.347,381.368,562.982,389.169,249.713,373.567,659.604,597.722,37.845,427.583,681.649,728.816,149.261,129.987,Asking
169,420.975,224.52,407.796,388.955,565.958,397.653,249.634,380.258,650.698,616.115,23.631,439.844,667.087,767.769,145.362,173.572,Asking
170,420.142,224.144,409.135,389.767,567.448,398.619,250.823,380.915,626.702,623.287,39.274,425.601,635.113,769.093,160.365,141.048,Asking
171,422.272,224.435,405.338,386.883,566.752,392.93,243.924,380.835,665.557,598.944,35.128,459.039,719.811,710.547,133.866,164.783,Asking
172,421.387,220.918,410.073,387.067,567.696,390.857,252.45,383.277,668.577,526.135,51.054,428.342,727.67,423.764,127.673,162.174,Asking
173,419.692,223.777,405.112,384.141,562.917,394.824,247.306,373.458,664.315,529.996,43.386,428.632,690.115,423.694,134.413,161.773,Asking
174,414.857,220.878,405.379,387.881,564.413,396.185,246.345,379.578,660.326,570.323,53.446,413.094,707.558,560.165,135.636,159.58,Asking
175,414.464,219.597,407.595,390.158,568.812,392.376,246.377,387.94,667.062,591.023,20.065,439.387,731.915,643.713,130.357,162.552,Asking
176,415.049,219.919,404.374,389.13,562.244,396.742,246.504,381.517,700.805,489.991,53.013,423.202,737.933,348.678,130.151,162.546,Asking
177,412.54,224.133,406.373,387.339,562.127,394.866,250.619,379.811,700.692,504.838,35.439,414.369,771.845,389.2,119.782,161.226,Asking
178,411.671,223.671,409.352,392.591,568.242,399.949,250.463,385.232,683.994,545.412,35.531,409.243,752.581,466.092,121.782,157.275,Asking
179,411.563,223.702,407.779,385.324,564.232,393.555,251.326,377.093,680.054,484.737,32.383,424.535,711.529,367.786,134.667,148.77,Asking
180,411.722,222.512,407.968,381.937,563.979,388.863,251.958,375.012,680.26,503.948,29.915,405.42,729.85,416.944,117.767,149.22,Asking
181,413.032,223.455,404.466,384.271,559.404,394.351,249.528,374.191,727.688,432.552,44.58,397.783,793.008,238.152,129.546,138.361,Asking
182,413.549,222.257,410.332,383.613,567.175,389.398,253.488,377.828,669.509,590.208,30.612,408.471,711.543,690.976,129.797,140.036,Asking
183,419.084,225.952,402.226,382.956,556.501,392.548,247.952,373.365,667.059,523.8,14.714,398.14,711.328,493.849,127.016,137.008,Asking
184,416.475,222.393,407.526,376.986,562.71,383.033,252.341,370.94,662.497,526.987,2.747,414.346,696.856,493.814,130.442,140.408,Asking
185,414.457,223.067,407.505,386.733,563.21,394.924,251.8,378.543,650.062,570.382,17.965,395.775,680.19,577.261,125.833,137.559,Asking
186,416.353,224.977,408.629,384.266,564.117,393.726,253.14,374.805,624.327,607.033,17.919,390.232,639.322,709.831,131.249,134.254,Asking
187,415.127,221.088,406.4,386.212,564.142,394.666,248.658,377.759,685.354,517.0,49.761,395.684,736.657,449.254,132.425,132.538,Asking
188,420.155,225.756,404.51,386.901,562.798,393.228,246.221,380.573,636.784,608.654,14.802,411.993,657.133,725.639,126.81,136.46,Asking
189,417.765,224.375,407.614,388.328,566.344,396.718,248.884,379.937,679.877,556.1,13.312,413.762,707.144,578.265,142.144,127.831,Asking
190,414.735,225.874,405.604,382.5,561.27,388.459,249.938,376.54,699.654,451.674,16.605,396.095,735.328,309.832,126.161,135.857,Asking
191,415.296,224.914,409.338,389.357,568.314,399.974,250.362,378.739,682.486,519.477,32.159,393.768,715.448,442.067,130.342,131.538,Asking
192,408.804,223.584,404.869,382.895,558.706,389.014,251.032,376.775,652.303,513.519,21.919,425.003,665.872,431.717,127.405,145.488,Asking
193,408.23,227.853,406.754,379.4,560.435,388.741,253.074,370.059,667.701,510.452,32.8,393.208,690.002,446.997,134.326,140.862,Asking
194,411.528,227.144,407.388,384.648,561.119,394.517,253.657,374.779,624.865,595.144,31.964,428.483,647.409,698.584,131.187,144.152,Asking
195,412.578,229.267,412.6,389.506,571.897,401.75,253.304,377.261,670.748,606.989,53.353,406.487,717.752,703.202,141.425,141.773,Asking
