frame_id,nose_x,nose_y,neck_x,neck_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,label
74,434.365,152.138,380.673,169.907,548.412,170.271,212.935,169.542,641.914,357.622,88.063,385.135,624.4,567.953,305.789,475.004,Bowing
76,412.253,154.263,374.467,163.892,542.961,158.131,205.972,169.652,613.175,352.638,94.913,386.017,604.601,532.471,270.815,470.313,Bowing
77,415.515,144.782,369.28,155.265,527.989,151.264,210.571,159.267,605.213,343.536,109.103,382.536,641.17,552.826,291.323,465.562,Bowing
78,419.047,136.612,379.841,156.658,545.431,154.031,214.25,159.286,596.593,342.267,130.846,367.466,599.691,520.891,284.372,463.491,Bowing
81,414.691,142.069,367.707,160.716,525.609,157.147,209.806,164.285,607.672,334.722,104.485,374.702,658.727,545.299,288.667,465.895,Bowing
82,414.779,148.971,372.055,160.399,534.899,160.955,209.212,159.842,608.421,343.236,88.541,378.946,636.653,539.016,263.72,475.617,Bowing
83,411.464,150.976,384.425,159.021,550.66,157.111,218.191,160.931,632.992,362.308,99.682,384.532,689.496,587.127,298.157,477.149,Bowing
84,439.229,151.163,372.298,162.105,531.606,159.754,212.991,164.456,621.578,319.708,90.61,385.333,624.488,512.677,288.763,468.966,Bowing
85,419.699,154.911,371.597,168.28,539.726,167.116,203.467,169.443,619.603,339.564,86.968,394.876,654.709,547.869,266.291,479.627,Bowing
86,426.1,151.566,379.213,162.97,544.331,163.366,214.095,162.575,617.626,349.124,88.64,380.956,653.675,558.014,286.543,466.262,Bowing
87,415.688,131.275,373.093,160.844,530.797,159.114,215.388,162.574,602.475,313.771,110.031,373.262,694.921,551.876,276.318,466.234,Bowing
88,422.354,149.223,378.182,163.042,548.65,155.314,207.714,170.77,606.73,336.558,100.485,399.672,593.745,512.127,300.192,486.934,Bowing
89,415.767,148.733,371.135,164.102,536.463,161.823,205.808,166.381,619.196,346.738,94.876,383.612,688.304,557.525,246.45,473.897,Bowing
90,424.743,141.032,380.814,163.994,550.577,158.355,211.05,169.632,638.683,360.739,83.332,377.844,676.488,588.203,260.467,465.682,Bowing
91,410.233,137.871,377.957,161.07,542.39,157.611,213.524,164.528,622.311,355.529,92.368,381.357,688.47,568.79,262.348,466.415,Bowing
92,420.321,158.368,378.52,168.924,546.767,165.367,210.274,172.48,634.92,335.907,87.341,377.381,601.277,519.25,303.832,467.269,Bowing
93,425.021,150.281,369.361,162.027,533.503,152.95,205.219,171.104,637.788,308.925,80.137,385.489,570.236,458.073,301.95,466.474,Bowing
94,408.587,144.93,369.098,172.42,532.987,169.149,205.209,175.691,624.082,345.738,83.34,394.057,425.096,450.196,313.45,465.721,Bowing
95,410.881,144.361,369.228,175.472,532.571,175.875,205.885,175.07,639.99,341.586,85.8,390.46,496.44,449.652,284.997,454.515,Bowing
96,416.801,152.106,370.754,167.1,537.379,165.371,204.128,168.83,611.821,354.945,81.101,389.346,483.045,454.14,278.687,449.275,Bowing
98,411.745,160.014,375.469,169.797,544.911,162.381,206.027,177.213,633.567,356.911,73.861,387.298,455.657,440.76,273.289,446.459,Bowing
99,431.129,161.598,377.569,161.406,547.405,153.166,207.734,169.646,644.509,316.168,73.551,393.317,510.085,436.686,292.051,449.574,Bowing
103,427.001,157.678,376.894,176.946,543.647,170.98,210.141,182.913,660.863,364.948,74.584,394.182,499.606,445.479,280.599,445.775,Bowing
104,436.185,163.152,385.123,167.428,556.669,165.777,213.577,169.078,611.734,340.634,83.326,384.101,485.683,445.95,263.602,459.923,Bowing
106,445.967,168.458,386.145,168.768,561.241,164.416,211.049,173.119,602.222,320.197,99.143,393.669,499.191,438.765,309.54,475.138,Bowing
107,444.787,175.758,384.703,174.669,554.4,182.915,215.005,166.423,594.543,347.123,99.455,389.619,469.254,442.283,297.276,474.4,Bowing
108,435.202,196.577,381.047,173.136,553.051,174.838,209.044,171.433,645.816,347.554,81.445,389.171,584.809,474.407,305.416,473.711,Bowing
109,428.815,189.14,390.687,161.04,571.443,165.037,209.932,157.044,628.442,370.977,79.044,384.288,501.328,474.323,292.333,476.45,Bowing
110,434.986,206.637,392.264,179.838,572.44,184.442,212.087,175.234,634.068,386.856,67.104,390.049,505.994,487.621,288.196,480.037,Bowing
111,426.161,210.749,390.463,173.706,571.077,184.517,209.848,162.896,634.379,380.873,84.861,373.861,593.725,494.775,285.996,472.863,Bowing
112,417.391,222.446,379.06,178.852,557.687,187.598,200.433,170.106,617.35,394.339,79.962,395.251,469.868,456.717,309.269,474.562,Bowing
113,422.395,220.18,395.435,179.722,576.254,192.347,214.615,167.098,622.695,372.993,87.564,382.226,539.742,486.913,290.719,474.127,Bowing
114,410.191,227.479,397.532,173.028,574.537,195.864,220.528,150.192,621.276,408.457,97.953,345.582,626.028,609.374,260.659,464.989,Bowing
115,416.291,220.774,392.911,181.811,580.637,196.699,205.185,166.923,632.867,393.014,76.965,388.84,540.748,522.315,299.898,474.202,Bowing
116,416.269,236.096,398.183,182.781,588.025,198.692,208.34,166.869,664.421,414.344,72.696,382.73,619.7,606.772,286.955,460.515,Bowing
117,411.124,228.399,386.027,180.401,570.337,192.674,201.716,168.127,641.248,372.593,93.152,398.459,555.373,504.388,306.782,475.497,Bowing
118,410.045,230.66,395.289,186.442,576.845,203.399,213.732,169.485,637.809,424.863,92.686,372.326,635.896,631.966,274.427,465.222,Bowing
119,409.004,236.077,396.479,180.619,577.309,197.003,215.649,164.234,636.185,381.004,78.412,382.322,521.389,472.758,275.136,474.608,Bowing
120,422.19,217.875,393.962,176.464,569.169,186.434,218.755,166.494,623.275,388.361,122.576,382.195,591.217,550.34,294.76,455.838,Bowing
124,420.625,225.178,388.756,184.422,577.479,192.33,200.033,176.513,631.036,407.598,73.172,397.706,437.247,459.238,280.502,466.667,Bowing
126,418.897,227.546,390.217,183.251,567.69,191.175,212.744,175.327,634.128,351.559,77.511,375.897,576.123,470.505,266.856,458.488,Bowing
127,415.416,222.669,392.032,181.982,565.652,184.831,218.411,179.133,630.924,345.81,85.799,380.492,550.308,454.514,290.936,467.141,Bowing
128,415.358,220.747,385.712,187.101,565.734,189.602,205.69,184.6,667.559,367.636,86.302,393.28,551.135,463.025,299.464,477.498,Bowing
129,419.035,225.119,399.735,182.388,576.472,191.949,222.997,172.826,650.751,363.432,81.295,387.761,548.513,469.801,300.84,469.091,Bowing
130,407.024,216.073,386.86,183.778,564.164,188.296,209.557,179.261,625.353,357.494,86.986,398.759,507.784,430.097,304.369,469.566,Bowing
131,418.741,223.692,391.244,182.012,571.494,188.302,210.994,175.722,629.037,355.088,80.928,393.146,521.225,453.455,295.365,459.788,Bowing
133,415.616,223.153,394.392,183.66,569.419,193.351,219.366,173.969,616.74,372.111,93.827,374.845,569.937,518.018,255.485,472.727,Bowing
134,410.952,226.39,392.856,184.24,571.985,192.843,213.727,175.638,620.208,358.307,85.497,392.567,518.257,444.554,291.194,481.815,Bowing
135,417.157,216.355,393.064,178.979,570.047,186.504,216.08,171.454,622.199,375.021,111.064,383.522,605.933,548.708,309.91,474.512,Bowing
136,415.609,220.413,387.928,184.241,567.723,189.709,208.133,178.774,672.981,368.996,72.67,388.585,564.031,469.611,297.628,470.183,Bowing
137,415.862,225.546,395.496,180.53,572.266,189.389,218.726,171.671,616.404,359.997,87.687,389.483,531.758,478.071,302.678,481.757,Bowing
138,411.134,223.366,400.103,178.122,576.302,188.677,223.903,167.566,619.371,369.283,100.01,381.114,541.037,489.73,290.963,483.922,Bowing
139,422.162,223.298,389.254,180.808,562.207,185.172,216.301,176.444,630.748,346.635,80.936,393.226,543.004,451.914,276.829,462.628,Bowing
140,413.221,220.409,395.298,181.04,568.448,189.333,222.147,172.746,616.422,363.043,112.653,374.374,522.688,481.173,312.295,481.787,Bowing
141,416.932,223.495,397.276,183.772,571.807,196.223,222.746,171.321,600.014,377.812,92.32,376.593,444.836,451.389,262.459,467.499,Bowing
143,416.612,225.005,391.936,181.279,573.656,186.897,210.216,175.66,639.185,375.643,78.95,384.952,512.69,461.662,286.992,472.604,Bowing
144,412.887,225.043,387.825,181.524,564.72,189.91,210.931,173.138,630.855,349.258,83.923,394.135,528.991,444.071,298.188,460.995,Bowing
145,415.731,225.61,388.7,180.057,563.61,185.925,213.79,174.188,626.813,351.968,84.113,388.889,535.92,452.883,311.345,469.12,Bowing
147,419.524,215.132,391.795,183.097,573.885,187.472,209.704,178.721,640.317,356.947,83.797,398.591,507.599,436.348,299.432,471.912,Bowing
148,421.551,216.545,387.265,186.4,569.024,186.072,205.506,186.727,622.764,358.413,79.036,404.787,530.402,438.991,307.068,473.327,Bowing
149,412.204,206.008,395.329,182.944,579.437,190.865,211.221,175.023,621.515,398.93,72.016,395.701,426.298,459.177,272.245,456.615,Bowing
150,422.144,205.767,392.032,186.164,573.744,191.843,210.321,180.485,626.681,377.837,80.347,398.231,488.623,455.819,283.338,482.122,Bowing
151,419.354,212.508,392.139,182.756,571.132,186.661,213.146,178.851,627.926,363.466,71.637,394.456,538.785,485.032,269.87,478.131,Bowing
152,414.144,203.951,393.431,182.893,570.537,195.173,216.324,170.614,613.723,414.098,75.099,394.628,432.801,449.645,259.779,463.281,Bowing
153,417.37,208.082,390.601,179.806,568.673,176.299,212.529,183.313,650.48,367.621,67.355,398.08,571.499,485.774,275.923,478.266,Bowing
154,423.389,203.884,386.765,184.829,563.653,185.757,209.877,183.9,650.096,356.118,71.942,397.83,522.89,455.47,251.758,460.691,Bowing
156,424.401,213.216,389.491,182.61,564.384,183.633,214.597,181.588,630.08,349.473,77.838,389.785,522.581,462.004,275.404,482.064,Bowing
157,421.902,215.497,391.391,183.945,570.906,184.98,211.876,182.909,633.216,358.891,75.13,394.313,528.712,452.853,285.15,472.661,Bowing
158,418.868,212.977,394.185,179.594,571.928,187.288,216.442,171.9,648.493,361.871,67.349,393.845,500.776,452.551,270.806,470.077,Bowing
159,421.174,213.57,384.571,188.651,563.943,192.419,205.2,184.883,632.001,355.133,77.404,397.955,556.475,445.389,257.171,486.021,Bowing
160,420.147,209.364,390.27,186.096,565.897,192.103,214.643,180.089,618.482,351.314,76.383,397.096,509.415,437.093,257.41,477.612,Bowing
161,419.31,209.483,385.739,184.121,562.49,188.448,208.987,179.795,627.091,371.648,72.824,393.141,543.536,458.382,247.703,464.401,Bowing
162,420.746,214.523,389.328,184.374,563.418,188.808,215.238,179.94,634.783,347.788,72.193,380.969,537.384,456.798,236.192,456.646,Bowing
164,420.713,210.313,387.895,186.549,567.371,189.155,208.42,183.943,615.521,366.878,76.429,396.124,508.997,461.472,256.435,467.819,Bowing
166,417.26,210.956,391.212,188.104,570.336,192.51,212.089,183.698,635.947,373.344,77.411,394.486,501.261,459.77,251.985,461.621,Bowing
167,428.631,204.654,391.519,182.846,569.971,181.333,213.067,184.358,638.184,354.571,74.015,390.785,533.391,460.121,251.603,467.1,Bowing
168,423.062,208.907,387.944,178.138,568.222,178.862,207.666,177.414,676.301,363.63,74.221,392.149,577.259,464.916,248.985,463.683,Bowing
169,421.445,208.723,391.82,183.506,570.516,191.245,213.124,175.767,644.826,377.825,72.028,385.889,473.035,473.892,245.627,457.6,Bowing
170,423.571,210.017,389.801,179.818,566.174,181.417,213.428,178.219,664.99,367.608,83.851,396.936,577.257,463.046,249.766,461.824,Bowing
171,421.16,206.245,385.143,186.405,560.404,185.891,209.883,186.919,634.638,370.977,78.475,401.364,532.037,473.831,298.549,478.14,Bowing
172,426.86,209.766,382.634,185.497,558.76,185.605,206.508,185.39,684.448,358.636,73.755,400.342,598.215,463.278,270.305,468.297,Bowing
173,421.781,208.8,390.469,182.104,567.533,185.902,213.404,178.306,646.046,368.609,74.032,399.213,538.392,471.123,288.854,472.803,Bowing
174,421.785,205.441,394.352,181.073,572.567,186.206,216.137,175.941,639.042,380.391,75.114,395.994,553.059,480.157,274.354,467.034,Bowing
175,413.682,206.629,398.803,178.088,581.375,187.026,216.23,169.151,671.705,365.478,78.867,390.696,583.236,457.918,245.377,462.219,Bowing
176,415.123,216.857,389.169,185.356,572.298,192.101,206.041,178.612,682.644,368.915,77.34,387.532,572.09,471.528,265.506,468.152,Bowing
177,421.227,207.483,395.538,178.461,574.988,186.775,216.087,170.146,638.37,371.018,77.388,391.33,581.905,462.23,272.68,461.287,Bowing
179,429.439,208.773,386.612,182.803,558.696,180.464,214.529,185.142,620.523,336.851,78.176,385.44,573.88,449.094,248.512,475.535,Bowing
180,424.464,206.852,391.723,183.138,573.452,185.867,209.994,180.409,638.252,364.584,75.115,398.396,576.951,454.634,288.65,478.619,Bowing
181,424.416,203.416,387.62,182.596,563.698,187.103,211.542,178.089,639.469,373.448,76.787,393.208,567.063,491.279,280.284,465.364,Bowing
182,428.407,201.587,392.049,183.071,570.598,185.006,213.501,181.136,643.348,348.089,76.361,390.494,549.759,457.891,297.898,478.475,Bowing
183,427.033,205.299,382.778,184.55,561.01,182.788,204.546,186.312,632.143,363.112,85.581,394.726,590.82,453.752,306.2,476.174,Bowing
184,432.408,212.225,389.724,185.978,564.577,185.851,214.871,186.106,644.228,344.157,72.617,388.777,572.661,454.835,285.881,473.173,Bowing
185,420.848,208.65,383.12,173.65,568.02,180.357,198.219,166.943,616.723,396.022,70.554,392.663,518.302,480.982,289.394,485.758,Bowing
186,420.918,211.099,388.979,190.163,569.618,193.069,208.34,187.257,621.321,387.836,81.17,401.147,477.617,460.436,299.15,478.707,Bowing
187,416.909,207.174,397.749,180.169,578.115,186.232,217.383,174.106,673.23,350.923,72.792,387.448,587.574,452.485,261.118,461.912,Bowing
188,426.043,212.007,393.561,180.305,574.159,184.863,212.963,175.748,638.319,348.118,75.897,394.612,596.831,458.44,290.302,481.335,Bowing
189,424.932,212.049,393.267,187.217,569.678,192.27,216.855,182.164,617.637,397.001,71.925,398.9,449.233,459.016,284.752,465.992,Bowing
190,431.957,215.247,387.672,179.165,566.25,182.681,209.093,175.649,631.807,332.02,73.296,394.809,561.591,445.369,302.2,479.914,Bowing
191,441.155,200.446,395.785,181.715,577.647,193.8,213.923,169.63,630.219,393.222,72.902,383.059,521.724,457.601,245.643,456.87,Bowing
192,446.127,196.188,386.951,176.993,561.295,181.122,212.606,172.863,686.049,343.369,73.939,374.953,597.125,468.559,247.842,460.368,Bowing
193,450.104,192.868,401.274,171.548,573.857,182.178,228.692,160.917,630.002,357.16,86.557,380.017,587.297,467.293,278.285,498.162,Bowing
194,456.516,177.095,401.831,161.368,567.992,173.922,235.67,148.814,608.416,354.498,109.539,354.916,590.643,515.661,255.279,466.828,Bowing
195,456.629,176.085,400.633,164.033,570.658,173.516,230.607,154.55,616.577,354.433,99.502,365.258,630.448,542.267,269.792,486.51,Bowing
196,436.718,199.994,399.694,162.702,569.42,175.868,229.967,149.536,692.035,354.682,95.229,347.172,588.823,481.567,280.546,458.574,Bowing
197,431.768,217.771,403.714,166.841,575.986,177.747,231.443,155.934,644.811,374.465,88.636,363.169,542.052,489.122,290.634,465.633,Bowing
198,410.064,218.544,403.507,168.06,583.681,192.125,223.334,143.995,636.245,386.87,96.54,353.455,590.051,584.255,251.686,465.047,Bowing
199,413.86,226.661,403.621,167.018,579.334,180.002,227.908,154.033,648.973,388.513,104.764,355.645,633.246,592.738,265.638,473.059,Bowing
200,426.147,242.589,405.757,187.409,594.627,205.95,216.886,168.867,657.944,425.565,74.359,365.066,649.77,631.916,247.4,455.629,Bowing
201,421.028,254.819,406.9,183.265,600.723,193.03,213.078,173.5,639.13,418.309,77.001,383.741,590.654,573.516,295.626,479.964,Bowing
202,432.151,251.76,411.752,165.104,606.656,178.102,216.848,152.106,662.861,389.204,73.388,368.441,627.883,612.666,231.684,459.51,Bowing
203,438.504,270.628,419.533,177.393,627.747,213.862,211.318,140.924,665.088,489.147,66.028,372.155,686.476,754.941,230.193,458.365,Bowing
204,428.428,251.34,408.006,176.532,610.438,218.741,205.574,134.323,644.246,406.898,73.485,370.417,580.707,640.036,267.001,515.124,Bowing
205,440.562,240.722,408.097,180.151,624.074,207.501,192.12,152.802,667.879,426.834,63.466,387.139,601.297,642.844,270.872,487.402,Bowing
206,445.749,229.049,399.243,185.473,604.702,212.243,193.783,158.702,622.08,421.23,68.57,393.609,550.072,589.546,282.942,524.421,Bowing
207,482.529,229.397,393.906,182.085,593.81,204.768,194.002,159.401,644.138,413.616,64.935,403.006,556.75,637.68,282.179,542.25,Bowing
208,474.303,207.582,389.213,182.012,569.552,198.968,208.874,165.055,600.808,404.641,76.392,378.423,539.935,537.243,301.308,480.046,Bowing
209,490.31,194.299,390.883,191.551,578.783,221.567,202.984,161.536,616.853,431.466,70.57,385.66,548.5,559.362,256.662,468.214,Bowing
210,479.531,216.846,364.895,202.942,536.498,238.779,193.292,167.105,565.856,428.087,75.209,402.434,502.509,474.455,292.007,476.119,Bowing
211,485.124,217.157,375.702,211.656,540.031,245.616,211.373,177.696,629.179,438.082,68.883,390.123,578.448,498.011,265.499,473.551,Bowing
212,498.518,221.4,402.921,180.24,595.289,207.768,210.552,152.712,640.11,413.033,70.097,375.722,540.188,572.625,259.272,465.926,Bowing
213,497.655,209.53,381.682,168.365,570.057,196.168,193.307,140.561,598.007,398.249,73.458,381.553,541.628,598.904,267.198,534.2,Bowing
214,464.257,214.349,403.329,187.2,600.963,215.614,205.694,158.786,643.725,408.684,60.001,385.64,608.947,612.198,276.038,486.989,Bowing
215,458.969,222.753,399.127,175.512,606.275,205.883,191.978,145.141,635.64,389.174,60.22,381.754,601.869,530.472,300.086,482.793,Bowing
216,458.728,212.147,408.224,173.87,610.606,204.452,205.841,143.287,663.327,399.639,59.589,378.96,617.627,587.138,230.187,453.428,Bowing
217,453.9,225.618,396.823,202.404,593.169,228.249,200.478,176.559,626.877,428.883,66.44,396.608,604.759,575.913,282.5,471.686,Bowing
218,453.329,228.12,406.918,187.81,609.208,211.71,204.628,163.91,629.853,421.312,61.531,377.498,611.391,610.754,210.359,461.66,Bowing
219,444.717,225.091,398.31,176.905,596.703,197.102,199.917,156.707,650.335,356.939,60.321,384.535,586.139,492.273,231.415,452.668,Bowing
220,449.951,223.959,410.089,186.058,606.389,202.92,213.79,169.197,652.442,372.563,67.114,380.974,610.128,546.492,229.511,458.065,Bowing
